SpikeFault;SpikePoint;ServeFault;ServePoint;ServeTotal;BlockPoint;BlockTotal;DigTotal;ReceptionFault;SpikeTotal;temperature_2m;precipitation;wind_speed_10m;rain;wind_gusts_10m;TeamFault_team;Team1;Team2
12;36;5;6;54;4;4;0;1;59;16.9;0.0;23.8;0.0;44.3;27.0;Stoyanovskiy/Krasilnikov;Bourne/Crabb Tr.
10;26;3;1;46;7;7;0;6;54;16.9;0.0;23.8;0.0;44.3;36.0;Bourne/Crabb Tr.;Stoyanovskiy/Krasilnikov
8;40;3;0;54;7;7;0;2;62;16.3;0.1;25.1;0.1;50.4;33.0;Mol, A./Sørum, C.;Bourne/Crabb Tr.
12;33;1;2;47;4;4;0;0;63;16.3;0.1;25.1;0.1;50.4;42.0;Bourne/Crabb Tr.;Mol, A./Sørum, C.
4;25;10;3;49;2;2;0;3;47;15.8;0.0;25.3;0.0;53.3;26.0;Thole J./Wickler;Stoyanovskiy/Krasilnikov
6;35;15;4;55;0;0;0;2;57;15.8;0.0;25.3;0.0;53.3;38.0;Stoyanovskiy/Krasilnikov;Thole J./Wickler
2;24;5;4;41;2;2;0;1;38;21.1;0.0;8.2;0.0;26.3;26.0;Ittlinger/Laboureur;Michelle/Pati
10;14;2;1;26;0;0;0;4;39;21.1;0.0;8.2;0.0;26.3;17.0;Michelle/Pati;Ittlinger/Laboureur
7;22;8;3;34;2;2;0;0;48;21.1;0.0;8.2;0.0;26.3;27.0;Megan/Nicole;Menegatti/Orsi Toth, V.
2;21;5;2;41;1;1;0;0;38;21.1;0.0;8.2;0.0;26.3;26.0;Menegatti/Orsi Toth, V.;Megan/Nicole
8;29;0;5;50;4;5;0;5;56;21.9;0.0;8.9;0.0;24.1;26.0;Schützenhöfer/Plesiutschnig;Körtzinger/Schneider
9;24;5;5;41;5;5;0;5;56;21.9;0.0;8.9;0.0;24.1;33.0;Körtzinger/Schneider;Schützenhöfer/Plesiutschnig
5;29;4;4;41;2;2;0;0;44;21.9;0.0;8.9;0.0;24.1;34.0;Tina/Anastasija;Kociolek/Wojtasik
4;18;4;2;32;2;2;0;0;45;21.9;0.0;8.9;0.0;24.1;22.0;Kociolek/Wojtasik;Tina/Anastasija
15;24;6;1;42;2;2;0;0;57;28.7;0.0;1.8;0.0;13.0;6.0;Bansley/Brandie;C. Bausero/Rotti
12;24;4;1;46;4;4;0;0;53;28.7;0.0;1.8;0.0;13.0;2.0;C. Bausero/Rotti;Bansley/Brandie
12;14;3;2;29;0;0;0;0;44;28.7;0.0;1.8;0.0;13.0;17.0;Van de Velde/Tillmann;Mäder/Anouk
2;23;9;3;41;3;3;0;0;40;28.7;0.0;1.8;0.0;13.0;27.0;Mäder/Anouk;Van de Velde/Tillmann
2;31;5;4;40;1;1;0;0;42;22.0;0.0;10.7;0.0;26.3;36.0;Ana Patrícia/Rebecca;Nzayisenga/Judith
4;11;2;0;21;0;0;0;0;34;22.0;0.0;10.7;0.0;26.3;12.0;Nzayisenga/Judith;Ana Patrícia/Rebecca
10;37;6;2;54;5;5;0;4;58;22.0;0.0;10.7;0.0;26.3;37.0;Liliana/Elsa;Bieneck/Schneider
11;32;5;4;53;2;2;0;2;61;22.0;0.0;10.7;0.0;26.3;32.0;Bieneck/Schneider;Liliana/Elsa
6;5;2;0;16;0;0;0;0;35;27.5;0.0;3.9;0.0;7.6;34.0;MENDOZA/Lolette;Alix/April
5;24;5;9;41;3;3;0;0;38;27.5;0.0;3.9;0.0;7.6;5.0;Alix/April;MENDOZA/Lolette
4;19;0;1;34;1;1;0;6;35;24.2;0.0;7.5;0.0;9.0;32.0;Xue/Wang X. X.;Borger/Sude
4;29;7;6;41;1;1;0;1;47;24.2;0.0;7.5;0.0;9.0;21.0;Borger/Sude;Xue/Wang X. X.
3;23;3;5;40;1;1;0;0;38;20.4;0.0;9.4;0.0;25.2;21.0;Agatha/Duda;Leila/Maylen
7;18;4;3;29;1;1;0;0;40;20.4;0.0;9.4;0.0;25.2;31.0;Leila/Maylen;Agatha/Duda
6;41;4;3;56;2;2;0;0;73;20.4;0.0;9.4;0.0;25.2;45.0;X. Y. Xia/Wang;Ishii/Murakami
9;38;4;5;58;2;2;0;0;79;20.4;0.0;9.4;0.0;25.2;46.0;Ishii/Murakami;X. Y. Xia/Wang
10;6;0;0;12;0;0;0;0;34;22.3;0.0;9.4;0.0;24.5;;Clancy/Mariafe;Maita/Letendrie
2;23;3;9;41;2;2;0;0;29;22.3;0.0;9.4;0.0;24.5;;Maita/Letendrie;Clancy/Mariafe
9;36;7;9;54;2;2;0;0;68;22.3;0.0;9.4;0.0;24.5;45.0;Stubbe, J./van Iersel;Sweat/Walsh Jennings
8;26;2;3;46;4;4;0;0;56;22.3;0.0;9.4;0.0;24.5;29.0;Sweat/Walsh Jennings;Stubbe, J./van Iersel
10;8;4;1;15;0;0;0;0;35;20.3;0.0;11.2;0.0;24.1;9.0;Randa/D. Elghobashy;Keizer/Meppelink
1;19;3;7;40;3;3;0;0;26;20.3;0.0;11.2;0.0;24.1;28.0;Keizer/Meppelink;Randa/D. Elghobashy
5;13;5;6;36;2;2;0;7;36;20.3;0.0;11.2;0.0;24.1;20.0;Laird/Palmer;Brunner/Hüberli
7;25;8;7;41;2;2;0;5;41;20.3;0.0;11.2;0.0;24.1;12.0;Brunner/Hüberli;Laird/Palmer
2;25;8;5;41;2;2;0;0;42;21.9;0.0;5.9;0.0;19.4;30.0;Pavan/Melissa;Yuly/Diana
7;8;5;1;20;0;0;0;0;45;21.9;0.0;5.9;0.0;19.4;9.0;Yuly/Diana;Pavan/Melissa
8;17;2;0;25;2;2;0;2;44;21.9;0.0;5.9;0.0;19.4;30.0;Ukolova/Birlova;Sponcil/Cheng
2;30;5;2;41;0;0;0;0;39;21.9;0.0;5.9;0.0;19.4;17.0;Sponcil/Cheng;Ukolova/Birlova
3;15;6;12;40;0;0;0;1;28;21.3;0.0;11.2;0.0;24.8;8.0;Maria Antonelli/Carol;Nnoruga/Franco
11;8;4;1;20;2;2;0;11;31;21.3;0.0;11.2;0.0;24.8;16.0;Nnoruga/Franco;Maria Antonelli/Carol
6;29;7;1;42;3;3;0;0;46;21.3;0.0;11.2;0.0;24.8;21.0;Kozuch/Ludwig;Kolinske/Stockman
7;21;4;0;34;2;2;0;1;44;21.3;0.0;11.2;0.0;24.8;30.0;Kolinske/Stockman;Kozuch/Ludwig
7;29;7;3;53;3;3;0;2;61;23.9;0.0;6.4;0.0;20.2;31.0;Gallay/Pereyra;Hughes/Summer
12;36;8;2;52;3;3;0;2;67;23.9;0.0;6.4;0.0;20.2;36.0;Hughes/Summer;Gallay/Pereyra
7;12;5;1;27;4;4;0;0;41;23.9;0.0;6.4;0.0;20.2;30.0;J. J. Zeng/M.M. Lin;Makroguzova/Kholomina
7;24;6;5;41;1;1;0;0;41;23.9;0.0;6.4;0.0;20.2;13.0;Makroguzova/Kholomina;J. J. Zeng/M.M. Lin
2;26;3;1;40;0;0;0;0;40;19.1;0.0;8.8;0.0;24.5;21.0;Barbara/Fernanda;Revuelta/Orellana
11;16;3;3;28;0;0;0;0;50;19.1;0.0;8.8;0.0;24.5;28.0;Revuelta/Orellana;Barbara/Fernanda
9;17;7;5;31;2;2;0;4;40;19.1;0.0;8.8;0.0;24.5;22.0;Lahti/Parkkinen;Strbova/Pridalova N.
3;21;4;4;41;3;3;0;5;35;19.1;0.0;8.8;0.0;24.5;18.0;Strbova/Pridalova N.;Lahti/Parkkinen
5;23;10;4;44;0;0;0;3;56;28.9;0.0;1.8;0.0;11.5;25.0;Megan/Nicole;Ittlinger/Laboureur
7;28;7;3;46;3;3;0;4;53;28.9;0.0;1.8;0.0;11.5;29.0;Ittlinger/Laboureur;Megan/Nicole
1;22;6;6;40;1;1;0;0;32;28.9;0.0;1.8;0.0;11.5;28.0;Menegatti/Orsi Toth, V.;Michelle/Pati
9;15;5;1;25;0;0;0;0;39;28.9;0.0;1.8;0.0;11.5;16.0;Michelle/Pati;Menegatti/Orsi Toth, V.
11;22;1;2;31;1;1;0;2;44;28.2;0.0;1.8;0.0;14.0;14.0;Schützenhöfer/Plesiutschnig;Tina/Anastasija
2;27;4;3;41;4;4;0;1;37;28.2;0.0;1.8;0.0;14.0;16.0;Tina/Anastasija;Schützenhöfer/Plesiutschnig
8;32;8;9;54;3;3;0;1;63;28.2;0.0;1.8;0.0;14.0;36.0;Körtzinger/Schneider;Kociolek/Wojtasik
7;32;4;1;53;3;3;0;9;62;28.2;0.0;1.8;0.0;14.0;34.0;Kociolek/Wojtasik;Körtzinger/Schneider
17;28;7;3;48;8;8;0;0;56;31.2;0.0;30.1;0.0;57.6;32.0;Bansley/Brandie;Mäder/Anouk
13;26;3;2;52;5;5;0;0;54;31.2;0.0;30.1;0.0;57.6;28.0;Mäder/Anouk;Bansley/Brandie
2;22;4;3;40;1;1;0;1;33;31.2;0.0;30.1;0.0;57.6;24.0;Van de Velde/Tillmann;C. Bausero/Rotti
8;14;7;1;24;0;0;0;3;35;31.2;0.0;30.1;0.0;57.6;15.0;C. Bausero/Rotti;Van de Velde/Tillmann
10;32;5;2;56;6;6;0;2;55;21.8;0.0;19.9;0.0;46.8;33.0;Ana Patrícia/Rebecca;Bieneck/Schneider
12;27;9;2;48;2;2;0;2;65;21.8;0.0;19.9;0.0;46.8;31.0;Bieneck/Schneider;Ana Patrícia/Rebecca
4;24;3;4;40;1;1;0;0;42;21.8;0.0;19.9;0.0;46.8;29.0;Liliana/Elsa;Nzayisenga/Judith
10;10;3;2;21;1;1;0;0;43;21.8;0.0;19.9;0.0;46.8;12.0;Nzayisenga/Judith;Liliana/Elsa
6;10;4;1;23;0;0;0;4;30;27.2;0.0;31.1;0.0;60.5;28.0;Xue/Wang X. X.;Alix/April
1;27;7;4;40;0;0;0;1;30;27.2;0.0;31.1;0.0;60.5;12.0;Alix/April;Xue/Wang X. X.
5;27;9;7;39;1;1;0;1;37;25.4;0.0;27.3;0.0;59.4;1.0;Borger/Sude;MENDOZA/Lolette
4;10;1;1;25;1;1;0;6;25;25.4;0.0;27.3;0.0;59.4;2.0;MENDOZA/Lolette;Borger/Sude
5;27;1;1;40;2;2;0;4;51;30.5;0.0;17.3;0.0;34.6;27.0;Agatha/Duda;Ishii/Murakami
9;20;5;4;33;1;1;0;1;53;30.5;0.0;17.3;0.0;34.6;21.0;Ishii/Murakami;Agatha/Duda
8;28;9;2;42;0;0;0;0;47;32.2;0.0;19.6;0.0;38.5;30.0;Clancy/Mariafe;Stubbe, J./van Iersel
4;23;7;5;44;3;3;0;0;39;32.2;0.0;19.6;0.0;38.5;28.0;Stubbe, J./van Iersel;Clancy/Mariafe
11;2;2;0;6;0;0;0;0;43;32.2;0.0;19.6;0.0;38.5;29.0;Maita/Letendrie;Sweat/Walsh Jennings
2;26;0;3;40;2;2;0;0;36;32.2;0.0;19.6;0.0;38.5;2.0;Sweat/Walsh Jennings;Maita/Letendrie
6;14;10;2;30;1;1;0;0;37;33.0;0.0;21.8;0.0;42.5;17.0;Laird/Palmer;Keizer/Meppelink
3;19;8;6;40;3;3;0;0;33;33.0;0.0;21.8;0.0;42.5;26.0;Keizer/Meppelink;Laird/Palmer
8;14;2;1;24;0;0;0;0;43;33.0;0.0;21.8;0.0;42.5;32.0;Randa/D. Elghobashy;Brunner/Hüberli
3;27;5;5;41;4;4;0;0;41;33.0;0.0;21.8;0.0;42.5;15.0;Brunner/Hüberli;Randa/D. Elghobashy
10;34;5;1;53;3;3;0;0;75;33.9;0.0;24.0;0.0;47.5;36.0;Pavan/Melissa;Ukolova/Birlova
12;33;6;1;52;3;3;0;0;77;33.9;0.0;24.0;0.0;47.5;36.0;Ukolova/Birlova;Pavan/Melissa
8;10;2;1;19;2;2;0;0;43;31.2;0.0;30.1;0.0;57.6;32.0;Yuly/Diana;Sponcil/Cheng
4;26;2;6;40;1;1;0;0;41;31.2;0.0;30.1;0.0;57.6;11.0;Sponcil/Cheng;Yuly/Diana
7;26;8;7;47;2;2;0;2;60;19.2;0.0;17.0;0.0;37.8;28.0;Maria Antonelli/Carol;Kozuch/Ludwig
11;25;3;2;47;4;4;0;7;53;19.2;0.0;17.0;0.0;37.8;28.0;Kozuch/Ludwig;Maria Antonelli/Carol
10;10;4;5;21;0;0;0;0;36;20.4;0.0;20.2;0.0;39.6;28.0;Nnoruga/Franco;Kolinske/Stockman
2;23;1;5;40;0;0;0;0;29;20.4;0.0;20.2;0.0;39.6;16.0;Kolinske/Stockman;Nnoruga/Franco
8;19;5;1;34;2;2;0;1;45;22.4;0.1;25.3;0.1;53.3;20.0;J. J. Zeng/M.M. Lin;Hughes/Summer
5;25;6;1;40;3;3;0;1;48;22.4;0.1;25.3;0.1;53.3;28.0;Hughes/Summer;J. J. Zeng/M.M. Lin
13;24;7;4;50;1;1;0;0;59;22.4;0.1;25.3;0.1;53.3;30.0;Gallay/Pereyra;Makroguzova/Kholomina
10;26;14;5;53;4;4;0;0;61;22.4;0.1;25.3;0.1;53.3;25.0;Makroguzova/Kholomina;Gallay/Pereyra
2;26;1;8;40;4;4;0;0;37;21.6;0.0;30.5;0.0;57.2;34.0;Barbara/Fernanda;Strbova/Pridalova N.
7;20;1;4;30;1;1;0;0;47;21.6;0.0;30.5;0.0;57.2;25.0;Strbova/Pridalova N.;Barbara/Fernanda
1;24;4;4;40;3;3;0;0;40;20.1;0.0;29.1;0.0;58.3;28.0;Lahti/Parkkinen;Revuelta/Orellana
10;13;4;1;22;0;0;0;0;39;20.1;0.0;29.1;0.0;58.3;15.0;Revuelta/Orellana;Lahti/Parkkinen
8;22;5;2;33;1;1;0;5;41;17.1;0.0;21.7;0.0;46.1;24.0;Ittlinger/Laboureur;Menegatti/Orsi Toth, V.
2;23;5;5;41;4;4;0;2;36;17.1;0.0;21.7;0.0;46.1;23.0;Menegatti/Orsi Toth, V.;Ittlinger/Laboureur
2;25;5;5;41;1;1;0;0;44;17.8;0.0;25.1;0.0;51.8;20.0;Megan/Nicole;Michelle/Pati
8;20;4;0;28;1;1;0;3;50;17.8;0.0;25.1;0.0;51.8;27.0;Michelle/Pati;Megan/Nicole
4;20;4;6;42;2;2;0;0;48;23.4;0.0;27.4;0.0;52.2;21.0;Schützenhöfer/Plesiutschnig;Kociolek/Wojtasik
9;20;7;1;31;2;2;0;0;54;23.4;0.0;27.4;0.0;52.2;28.0;Kociolek/Wojtasik;Schützenhöfer/Plesiutschnig
7;15;6;0;33;4;4;0;5;39;23.5;0.0;27.8;0.0;53.3;16.0;Körtzinger/Schneider;Tina/Anastasija
7;24;8;5;40;3;3;0;0;50;23.5;0.0;27.8;0.0;53.3;24.0;Tina/Anastasija;Körtzinger/Schneider
5;22;8;3;51;5;6;0;3;53;18.0;0.0;29.2;0.0;56.2;12.0;Bansley/Brandie;Van de Velde/Tillmann
14;31;10;4;52;1;4;0;3;62;18.0;0.0;29.2;0.0;56.2;19.0;Van de Velde/Tillmann;Bansley/Brandie
4;18;2;6;40;7;7;0;4;28;18.0;0.0;29.2;0.0;56.2;19.0;Mäder/Anouk;C. Bausero/Rotti
12;16;6;5;29;1;1;0;5;36;18.0;0.0;29.2;0.0;56.2;17.0;C. Bausero/Rotti;Mäder/Anouk
4;23;6;5;40;5;5;0;2;36;23.4;0.0;27.4;0.0;52.2;22.0;Ana Patrícia/Rebecca;Liliana/Elsa
7;19;7;2;35;0;0;0;4;38;23.4;0.0;27.4;0.0;52.2;14.0;Liliana/Elsa;Ana Patrícia/Rebecca
5;23;0;1;40;1;1;0;2;35;23.4;0.0;27.4;0.0;52.2;28.0;Bieneck/Schneider;Nzayisenga/Judith
8;9;5;2;18;2;2;0;1;38;23.4;0.0;27.4;0.0;52.2;9.0;Nzayisenga/Judith;Bieneck/Schneider
8;30;4;8;57;3;3;0;5;55;17.8;0.0;25.1;0.0;51.8;25.0;Borger/Sude;Alix/April
9;31;8;5;48;3;3;0;7;63;17.8;0.0;25.1;0.0;51.8;21.0;Alix/April;Borger/Sude
3;24;4;5;40;2;2;0;0;37;17.8;0.0;25.1;0.0;51.8;28.0;Xue/Wang X. X.;MENDOZA/Lolette
7;18;6;2;30;1;1;0;0;42;17.8;0.0;25.1;0.0;51.8;20.0;MENDOZA/Lolette;Xue/Wang X. X.
5;23;2;3;41;3;3;0;1;34;20.1;0.0;29.1;0.0;58.3;24.0;Agatha/Duda;X. Y. Xia/Wang
10;18;5;1;28;0;0;0;3;40;20.1;0.0;29.1;0.0;58.3;19.0;X. Y. Xia/Wang;Agatha/Duda
10;23;4;3;34;1;1;0;0;48;19.2;0.0;28.4;0.0;55.4;28.0;Leila/Maylen;Ishii/Murakami
4;25;3;3;41;2;2;0;0;46;19.2;0.0;28.4;0.0;55.4;26.0;Ishii/Murakami;Leila/Maylen
11;33;5;7;44;1;2;0;1;65;18.7;0.0;27.8;0.0;53.3;24.0;Clancy/Mariafe;Sweat/Walsh Jennings
3;21;2;3;42;5;5;0;5;52;18.7;0.0;27.8;0.0;53.3;35.0;Sweat/Walsh Jennings;Clancy/Mariafe
4;4;1;1;15;0;0;0;0;28;20.1;0.0;29.1;0.0;58.3;37.0;Maita/Letendrie;Stubbe, J./van Iersel
1;30;7;6;40;1;1;0;0;37;20.1;0.0;29.1;0.0;58.3;5.0;Stubbe, J./van Iersel;Maita/Letendrie
6;25;10;1;41;3;3;0;3;49;17.5;0.0;28.4;0.0;56.5;17.0;Keizer/Meppelink;Brunner/Hüberli
9;17;6;3;37;3;3;0;1;41;17.5;0.0;28.4;0.0;56.5;26.0;Brunner/Hüberli;Keizer/Meppelink
5;39;9;4;61;2;2;0;2;85;18.0;0.0;30.1;0.0;57.2;41.0;Pavan/Melissa;Sponcil/Cheng
11;40;5;2;57;1;1;0;4;85;18.0;0.0;30.1;0.0;57.2;41.0;Sponcil/Cheng;Pavan/Melissa
9;19;5;3;34;0;0;0;0;48;18.0;0.0;30.1;0.0;57.2;22.0;Yuly/Diana;Ukolova/Birlova
3;26;7;2;40;3;3;0;0;45;18.0;0.0;30.1;0.0;57.2;28.0;Ukolova/Birlova;Yuly/Diana
18;35;4;0;53;8;8;0;0;82;17.0;0.0;28.5;0.0;58.3;30.0;Maria Antonelli/Carol;Kolinske/Stockman
16;26;1;3;51;5;5;0;0;72;17.0;0.0;28.5;0.0;58.3;27.0;Kolinske/Stockman;Maria Antonelli/Carol
0;22;4;6;41;3;3;0;2;35;17.0;0.0;28.5;0.0;58.3;24.0;Kozuch/Ludwig;Nnoruga/Franco
7;10;5;2;20;0;0;0;6;34;17.0;0.0;28.5;0.0;58.3;13.0;Nnoruga/Franco;Kozuch/Ludwig
6;28;3;4;41;2;2;0;0;55;18.0;0.0;29.2;0.0;56.2;34.0;Makroguzova/Kholomina;Hughes/Summer
5;23;3;1;35;5;5;0;0;54;18.0;0.0;29.2;0.0;56.2;25.0;Hughes/Summer;Makroguzova/Kholomina
9;17;6;2;32;0;0;0;0;37;17.0;0.0;28.5;0.0;58.3;20.0;Gallay/Pereyra;J. J. Zeng/M.M. Lin
2;25;8;2;40;5;5;0;0;37;17.0;0.0;28.5;0.0;58.3;27.0;J. J. Zeng/M.M. Lin;Gallay/Pereyra
7;27;2;0;40;2;2;0;0;48;16.9;0.0;30.0;0.0;56.9;28.0;Barbara/Fernanda;Lahti/Parkkinen
11;22;3;0;34;4;4;0;0;49;16.9;0.0;30.0;0.0;56.9;23.0;Lahti/Parkkinen;Barbara/Fernanda
3;13;4;1;16;0;0;0;0;32;16.9;0.0;30.0;0.0;56.9;14.0;Revuelta/Orellana;Strbova/Pridalova N.
0;12;2;1;21;1;1;0;0;26;16.9;0.0;30.0;0.0;56.9;14.0;Strbova/Pridalova N.;Revuelta/Orellana
4;15;4;2;32;4;4;0;0;27;15.7;0.0;20.4;0.0;43.2;17.0;Xue/Wang X. X.;Ishii/Murakami
10;12;5;3;23;0;0;0;0;33;15.7;0.0;20.4;0.0;43.2;15.0;Ishii/Murakami;Xue/Wang X. X.
7;34;15;3;48;1;1;0;0;62;15.7;0.0;20.4;0.0;43.2;33.0;Laird/Palmer;Ukolova/Birlova
7;30;3;2;54;3;3;0;0;51;15.7;0.0;20.4;0.0;43.2;37.0;Ukolova/Birlova;Laird/Palmer
10;26;5;4;47;2;2;0;5;54;15.7;0.0;20.4;0.0;43.2;31.0;Gallay/Pereyra;Lahti/Parkkinen
8;30;9;5;53;4;4;0;4;57;15.7;0.0;20.4;0.0;43.2;28.0;Lahti/Parkkinen;Gallay/Pereyra
8;20;4;3;36;1;1;0;3;40;14.6;0.0;16.8;0.0;38.2;20.0;Megan/Nicole;Körtzinger/Schneider
3;26;9;3;41;3;3;0;3;41;14.6;0.0;16.8;0.0;38.2;27.0;Körtzinger/Schneider;Megan/Nicole
8;34;6;11;56;2;2;0;6;71;16.9;0.0;24.2;0.0;46.8;34.0;Gallay/Pereyra;Menegatti/Orsi Toth, V.
6;40;6;7;62;3;3;0;11;62;16.9;0.0;24.2;0.0;46.8;41.0;Menegatti/Orsi Toth, V.;Gallay/Pereyra
13;31;5;2;49;4;5;0;0;70;16.9;0.0;24.2;0.0;46.8;37.0;Ittlinger/Laboureur;Sponcil/Cheng
8;33;6;2;56;8;8;0;1;63;16.9;0.0;24.2;0.0;46.8;35.0;Sponcil/Cheng;Ittlinger/Laboureur
4;29;4;0;41;4;4;0;1;47;18.0;0.0;22.2;0.0;44.3;29.0;Pavan/Melissa;X. Y. Xia/Wang
10;22;3;1;32;1;1;0;0;55;18.0;0.0;22.2;0.0;44.3;22.0;X. Y. Xia/Wang;Pavan/Melissa
7;24;5;1;34;2;2;0;0;51;17.4;0.0;21.0;0.0;46.8;20.0;Keizer/Meppelink;Kolinske/Stockman
3;25;5;1;37;1;1;0;0;47;17.4;0.0;21.0;0.0;46.8;25.0;Kolinske/Stockman;Keizer/Meppelink
14;69;13;8;106;5;5;0;8;120;17.9;0.0;23.2;0.0;45.0;35.0;Van de Velde/Tillmann;Borger/Sude
0;10;5;1;16;0;0;0;0;20;17.5;0.1;22.4;0.1;43.6;16.0;Schützenhöfer/Plesiutschnig;Barbara/Fernanda
2;13;3;2;21;0;0;0;0;20;17.5;0.1;22.4;0.1;43.6;11.0;Barbara/Fernanda;Schützenhöfer/Plesiutschnig
12;34;5;4;51;4;4;0;7;61;17.5;0.1;22.4;0.1;43.6;27.0;Brunner/Hüberli;Strbova/Pridalova N.
8;25;7;8;53;3;3;0;4;54;17.5;0.1;22.4;0.1;43.6;34.0;Strbova/Pridalova N.;Brunner/Hüberli
2;24;4;7;40;4;4;0;3;31;17.9;0.0;23.2;0.0;45.0;24.0;Ana Patrícia/Rebecca;Xue/Wang X. X.
9;15;2;3;26;0;0;0;7;30;17.9;0.0;23.2;0.0;45.0;15.0;Xue/Wang X. X.;Ana Patrícia/Rebecca
13;27;3;7;58;7;7;0;0;61;16.9;0.0;24.2;0.0;46.8;43.0;Körtzinger/Schneider;Mäder/Anouk
17;37;6;5;58;5;5;0;0;75;16.9;0.0;24.2;0.0;46.8;34.0;Mäder/Anouk;Körtzinger/Schneider
12;19;5;4;41;3;3;0;0;40;17.9;0.0;23.2;0.0;45.0;19.0;Clancy/Mariafe;Bansley/Brandie
9;16;10;0;35;5;5;0;4;43;17.9;0.0;23.2;0.0;45.0;17.0;Bansley/Brandie;Clancy/Mariafe
9;23;3;1;36;0;0;0;0;50;16.7;0.0;21.6;0.0;42.5;24.0;Liliana/Elsa;Makroguzova/Kholomina
4;28;7;2;41;3;3;0;0;50;16.7;0.0;21.6;0.0;42.5;30.0;Makroguzova/Kholomina;Liliana/Elsa
9;34;4;1;40;1;1;0;2;67;16.7;0.0;21.6;0.0;42.5;34.0;Agatha/Duda;Sweat/Walsh Jennings
7;19;0;2;36;1;1;0;1;49;16.7;0.0;21.6;0.0;42.5;19.0;Sweat/Walsh Jennings;Agatha/Duda
8;16;2;1;32;0;0;0;2;39;16.7;0.0;22.1;0.0;46.1;19.0;Bieneck/Schneider;Stubbe, J./van Iersel
5;28;7;3;41;2;2;0;0;47;16.7;0.0;22.1;0.0;46.1;30.0;Stubbe, J./van Iersel;Bieneck/Schneider
8;17;4;3;29;2;2;0;2;44;16.7;0.0;22.1;0.0;46.1;17.0;Kozuch/Ludwig;Hughes/Summer
3;27;4;2;40;2;2;0;3;52;16.7;0.0;22.1;0.0;46.1;28.0;Hughes/Summer;Kozuch/Ludwig
12;21;3;5;49;3;3;0;2;53;16.7;0.0;21.6;0.0;42.5;12.0;Maria Antonelli/Carol;Alix/April
12;32;9;2;47;0;1;0;4;58;16.7;0.0;21.6;0.0;42.5;24.0;Alix/April;Maria Antonelli/Carol
5;32;5;1;42;2;2;0;4;51;16.7;0.0;22.1;0.0;46.1;32.0;Tina/Anastasija;Ukolova/Birlova
6;25;4;4;40;2;2;0;1;48;16.7;0.0;22.1;0.0;46.1;25.0;Ukolova/Birlova;Tina/Anastasija
4;31;7;3;47;1;1;0;2;48;19.8;0.1;23.8;0.1;46.4;31.0;Menegatti/Orsi Toth, V.;Sponcil/Cheng
7;26;6;2;40;0;0;0;3;50;19.8;0.1;23.8;0.1;46.4;27.0;Sponcil/Cheng;Menegatti/Orsi Toth, V.
4;36;5;4;54;3;3;0;6;63;19.8;0.1;23.8;0.1;46.4;33.0;Pavan/Melissa;Keizer/Meppelink
7;33;6;6;48;0;0;0;4;70;19.8;0.1;23.8;0.1;46.4;37.0;Keizer/Meppelink;Pavan/Melissa
6;26;6;2;47;2;2;0;7;43;17.9;0.0;17.7;0.0;32.4;26.0;Barbara/Fernanda;Borger/Sude
7;29;11;7;48;2;2;0;2;53;17.9;0.0;17.7;0.0;32.4;30.0;Borger/Sude;Barbara/Fernanda
17;31;8;2;48;4;4;0;5;63;19.7;0.0;21.6;0.0;43.2;31.0;Ana Patrícia/Rebecca;Brunner/Hüberli
8;25;7;5;55;7;7;0;2;55;19.7;0.0;21.6;0.0;43.2;25.0;Brunner/Hüberli;Ana Patrícia/Rebecca
8;33;9;5;58;6;6;0;1;70;18.9;0.1;23.4;0.1;45.0;21.0;Clancy/Mariafe;Mäder/Anouk
13;29;4;1;47;2;2;0;3;64;18.9;0.1;23.4;0.1;45.0;27.0;Mäder/Anouk;Clancy/Mariafe
10;35;5;2;61;0;0;0;0;61;18.9;0.1;23.4;0.1;45.0;47.0;Agatha/Duda;Makroguzova/Kholomina
11;43;13;3;62;7;7;0;0;68;18.9;0.1;23.4;0.1;45.0;37.0;Makroguzova/Kholomina;Agatha/Duda
4;25;6;2;34;1;1;0;0;45;17.7;0.0;23.0;0.0;45.0;32.0;Stubbe, J./van Iersel;Hughes/Summer
3;29;2;1;41;0;0;0;0;38;17.7;0.0;23.0;0.0;45.0;28.0;Hughes/Summer;Stubbe, J./van Iersel
8;18;3;1;31;0;0;0;0;47;17.7;0.0;23.0;0.0;45.0;31.0;Tina/Anastasija;Alix/April
4;26;6;2;40;3;3;0;0;50;17.7;0.0;23.0;0.0;45.0;19.0;Alix/April;Tina/Anastasija
0;29;3;4;40;2;2;0;4;47;17.9;0.1;24.2;0.1;47.5;29.0;Pavan/Melissa;Menegatti/Orsi Toth, V.
7;17;2;4;26;0;0;0;4;48;17.9;0.1;24.2;0.1;47.5;17.0;Menegatti/Orsi Toth, V.;Pavan/Melissa
12;32;4;4;47;2;2;0;1;72;18.0;0.1;24.0;0.1;45.4;33.0;Barbara/Fernanda;Brunner/Hüberli
6;36;4;1;55;4;4;0;4;70;18.0;0.1;24.0;0.1;45.4;38.0;Brunner/Hüberli;Barbara/Fernanda
7;25;4;7;45;1;1;0;1;47;17.9;0.1;24.2;0.1;47.5;25.0;Clancy/Mariafe;Makroguzova/Kholomina
